ISO_3_Code,Country_Name,Who_Region,Year,Description,Intro
DEU,Germany,EURO,2018,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2019,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2020,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2021,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2022,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2023,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2024,HPV - Human Papillomavirus Vaccine,Yes
DEU,Germany,EURO,2010,Pneumococcal Conjugate Vaccine (PCV),No
DEU,Germany,EURO,2011,Pneumococcal Conjugate Vaccine (PCV),Partial
DEU,Germany,EURO,2012,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2013,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2014,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2015,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
DEU,Germany,EURO,2010,COVID-19 Vaccine,No
DEU,Germany,EURO,2011,COVID-19 Vaccine,No
DEU,Germany,EURO,2012,COVID-19 Vaccine,No
DEU,Germany,EURO,2013,COVID-19 Vaccine,No
DEU,Germany,EURO,2014,COVID-19 Vaccine,No
DEU,Germany,EURO,2015,COVID-19 Vaccine,No
DEU,Germany,EURO,2016,COVID-19 Vaccine,No
DEU,Germany,EURO,2017,COVID-19 Vaccine,No
DEU,Germany,EURO,2018,COVID-19 Vaccine,No
DEU,Germany,EURO,2019,COVID-19 Vaccine,No
DEU,Germany,EURO,2020,COVID-19 Vaccine,No
DEU,Germany,EURO,2021,COVID-19 Vaccine,Partial
DEU,Germany,EURO,2022,COVID-19 Vaccine,Yes
DEU,Germany,EURO,2023,COVID-19 Vaccine,Yes
DEU,Germany,EURO,2024,COVID-19 Vaccine,Yes
DEU,Germany,EURO,2010,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2011,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2012,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2013,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2014,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2015,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2016,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2017,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2018,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2019,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2020,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2021,"Malaria Vaccine (RTS,S)",No
DEU,Germany,EURO,2022,"Malaria Vaccine (RTS,S)",Partial
DEU,Germany,EURO,2023,"Malaria Vaccine (RTS,S)",Yes
DEU,Germany,EURO,2024,"Malaria Vaccine (RTS,S)",Yes
CHN,China,WPRO,2010,Rotavirus vaccine,No
CHN,China,WPRO,2011,Rotavirus vaccine,No
CHN,China,WPRO,2012,Rotavirus vaccine,No
CHN,China,WPRO,2013,Rotavirus vaccine,No
CHN,China,WPRO,2014,Rotavirus vaccine,Partial
CHN,China,WPRO,2015,Rotavirus vaccine,Yes
CHN,China,WPRO,2016,Rotavirus vaccine,Yes
CHN,China,WPRO,2017,Rotavirus vaccine,Yes
CHN,China,WPRO,2018,Rotavirus vaccine,Yes
CHN,China,WPRO,2019,Rotavirus vaccine,Yes
CHN,China,WPRO,2020,Rotavirus vaccine,Yes
CHN,China,WPRO,2021,Rotavirus vaccine,Yes
CHN,China,WPRO,2022,Rotavirus vaccine,Yes
CHN,China,WPRO,2023,Rotavirus vaccine,Yes
CHN,China,WPRO,2024,Rotavirus vaccine,Yes
CHN,China,WPRO,2010,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2011,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2012,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2013,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2014,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2015,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2016,IPV - Inactivated Polio Vaccine,No
CHN,China,WPRO,2017,IPV - Inactivated Polio Vaccine,Partial
CHN,China,WPRO,2018,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2019,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2020,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2021,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2022,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2023,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2024,IPV - Inactivated Polio Vaccine,Yes
CHN,China,WPRO,2010,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2011,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2012,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2013,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2014,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2015,HPV - Human Papillomavirus Vaccine,No
CHN,China,WPRO,2016,HPV - Human Papillomavirus Vaccine,Partial
CHN,China,WPRO,2017,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2018,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2019,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2020,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2021,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2022,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2023,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2024,HPV - Human Papillomavirus Vaccine,Yes
CHN,China,WPRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
CHN,China,WPRO,2011,Pneumococcal Conjugate Vaccine (PCV),No
CHN,China,WPRO,2012,Pneumococcal Conjugate Vaccine (PCV),No
CHN,China,WPRO,2013,Pneumococcal Conjugate Vaccine (PCV),Partial
CHN,China,WPRO,2014,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2015,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
CHN,China,WPRO,2010,COVID-19 Vaccine,No
CHN,China,WPRO,2011,COVID-19 Vaccine,No
CHN,China,WPRO,2012,COVID-19 Vaccine,No
CHN,China,WPRO,2013,COVID-19 Vaccine,No
CHN,China,WPRO,2014,COVID-19 Vaccine,No
CHN,China,WPRO,2015,COVID-19 Vaccine,No
CHN,China,WPRO,2016,COVID-19 Vaccine,No
CHN,China,WPRO,2017,COVID-19 Vaccine,No
CHN,China,WPRO,2018,COVID-19 Vaccine,No
CHN,China,WPRO,2019,COVID-19 Vaccine,No
CHN,China,WPRO,2020,COVID-19 Vaccine,No
CHN,China,WPRO,2021,COVID-19 Vaccine,No
CHN,China,WPRO,2022,COVID-19 Vaccine,No
CHN,China,WPRO,2023,COVID-19 Vaccine,Partial
CHN,China,WPRO,2024,COVID-19 Vaccine,Yes
CHN,China,WPRO,2010,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2011,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2012,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2013,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2014,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2015,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2016,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2017,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2018,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2019,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2020,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2021,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2022,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2023,"Malaria Vaccine (RTS,S)",No
CHN,China,WPRO,2024,"Malaria Vaccine (RTS,S)",Partial
KEN,Kenya,AFRO,2010,Rotavirus vaccine,No
KEN,Kenya,AFRO,2011,Rotavirus vaccine,No
KEN,Kenya,AFRO,2012,Rotavirus vaccine,No
KEN,Kenya,AFRO,2013,Rotavirus vaccine,No
KEN,Kenya,AFRO,2014,Rotavirus vaccine,No
KEN,Kenya,AFRO,2015,Rotavirus vaccine,No
KEN,Kenya,AFRO,2016,Rotavirus vaccine,Partial
KEN,Kenya,AFRO,2017,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2018,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2019,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2020,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2021,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2022,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2023,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2024,Rotavirus vaccine,Yes
KEN,Kenya,AFRO,2010,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2011,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2012,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2013,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2014,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2015,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2016,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2017,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2018,IPV - Inactivated Polio Vaccine,No
KEN,Kenya,AFRO,2019,IPV - Inactivated Polio Vaccine,Partial
KEN,Kenya,AFRO,2020,IPV - Inactivated Polio Vaccine,Yes
KEN,Kenya,AFRO,2021,IPV - Inactivated Polio Vaccine,Yes
KEN,Kenya,AFRO,2022,IPV - Inactivated Polio Vaccine,Yes
KEN,Kenya,AFRO,2023,IPV - Inactivated Polio Vaccine,Yes
KEN,Kenya,AFRO,2024,IPV - Inactivated Polio Vaccine,Yes
KEN,Kenya,AFRO,2010,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2011,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2012,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2013,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2014,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2015,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2016,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2017,HPV - Human Papillomavirus Vaccine,No
KEN,Kenya,AFRO,2018,HPV - Human Papillomavirus Vaccine,Partial
KEN,Kenya,AFRO,2019,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2020,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2021,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2022,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2023,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2024,HPV - Human Papillomavirus Vaccine,Yes
KEN,Kenya,AFRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
KEN,Kenya,AFRO,2011,Pneumococcal Conjugate Vaccine (PCV),No
KEN,Kenya,AFRO,2012,Pneumococcal Conjugate Vaccine (PCV),No
KEN,Kenya,AFRO,2013,Pneumococcal Conjugate Vaccine (PCV),No
KEN,Kenya,AFRO,2014,Pneumococcal Conjugate Vaccine (PCV),No
KEN,Kenya,AFRO,2015,Pneumococcal Conjugate Vaccine (PCV),Partial
KEN,Kenya,AFRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
KEN,Kenya,AFRO,2010,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2011,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2012,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2013,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2014,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2015,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2016,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2017,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2018,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2019,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2020,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2021,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2022,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2023,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2024,COVID-19 Vaccine,No
KEN,Kenya,AFRO,2010,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2011,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2012,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2013,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2014,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2015,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2016,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2017,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2018,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2019,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2020,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2021,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2022,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2023,"Malaria Vaccine (RTS,S)",No
KEN,Kenya,AFRO,2024,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2010,Rotavirus vaccine,No
IDN,Indonesia,SEARO,2011,Rotavirus vaccine,No
IDN,Indonesia,SEARO,2012,Rotavirus vaccine,No
IDN,Indonesia,SEARO,2013,Rotavirus vaccine,No
IDN,Indonesia,SEARO,2014,Rotavirus vaccine,Partial
IDN,Indonesia,SEARO,2015,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2016,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2017,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2018,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2019,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2020,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2021,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2022,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2023,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2024,Rotavirus vaccine,Yes
IDN,Indonesia,SEARO,2010,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2011,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2012,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2013,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2014,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2015,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2016,IPV - Inactivated Polio Vaccine,No
IDN,Indonesia,SEARO,2017,IPV - Inactivated Polio Vaccine,Partial
IDN,Indonesia,SEARO,2018,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2019,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2020,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2021,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2022,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2023,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2024,IPV - Inactivated Polio Vaccine,Yes
IDN,Indonesia,SEARO,2010,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2011,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2012,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2013,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2014,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2015,HPV - Human Papillomavirus Vaccine,No
IDN,Indonesia,SEARO,2016,HPV - Human Papillomavirus Vaccine,Partial
IDN,Indonesia,SEARO,2017,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2018,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2019,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2020,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2021,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2022,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2023,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2024,HPV - Human Papillomavirus Vaccine,Yes
IDN,Indonesia,SEARO,2010,Pneumococcal Conjugate Vaccine (PCV),No
IDN,Indonesia,SEARO,2011,Pneumococcal Conjugate Vaccine (PCV),No
IDN,Indonesia,SEARO,2012,Pneumococcal Conjugate Vaccine (PCV),No
IDN,Indonesia,SEARO,2013,Pneumococcal Conjugate Vaccine (PCV),Partial
IDN,Indonesia,SEARO,2014,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2015,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
IDN,Indonesia,SEARO,2010,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2011,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2012,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2013,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2014,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2015,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2016,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2017,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2018,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2019,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2020,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2021,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2022,COVID-19 Vaccine,No
IDN,Indonesia,SEARO,2023,COVID-19 Vaccine,Partial
IDN,Indonesia,SEARO,2024,COVID-19 Vaccine,Yes
IDN,Indonesia,SEARO,2010,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2011,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2012,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2013,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2014,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2015,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2016,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2017,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2018,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2019,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2020,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2021,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2022,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2023,"Malaria Vaccine (RTS,S)",No
IDN,Indonesia,SEARO,2024,"Malaria Vaccine (RTS,S)",Partial
EGY,Egypt,EMRO,2010,Rotavirus vaccine,No
EGY,Egypt,EMRO,2011,Rotavirus vaccine,No
EGY,Egypt,EMRO,2012,Rotavirus vaccine,No
EGY,Egypt,EMRO,2013,Rotavirus vaccine,No
EGY,Egypt,EMRO,2014,Rotavirus vaccine,No
EGY,Egypt,EMRO,2015,Rotavirus vaccine,No
EGY,Egypt,EMRO,2016,Rotavirus vaccine,Partial
EGY,Egypt,EMRO,2017,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2018,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2019,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2020,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2021,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2022,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2023,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2024,Rotavirus vaccine,Yes
EGY,Egypt,EMRO,2010,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2011,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2012,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2013,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2014,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2015,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2016,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2017,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2018,IPV - Inactivated Polio Vaccine,No
EGY,Egypt,EMRO,2019,IPV - Inactivated Polio Vaccine,Partial
EGY,Egypt,EMRO,2020,IPV - Inactivated Polio Vaccine,Yes
EGY,Egypt,EMRO,2021,IPV - Inactivated Polio Vaccine,Yes
EGY,Egypt,EMRO,2022,IPV - Inactivated Polio Vaccine,Yes
EGY,Egypt,EMRO,2023,IPV - Inactivated Polio Vaccine,Yes
EGY,Egypt,EMRO,2024,IPV - Inactivated Polio Vaccine,Yes
EGY,Egypt,EMRO,2010,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2011,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2012,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2013,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2014,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2015,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2016,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2017,HPV - Human Papillomavirus Vaccine,No
EGY,Egypt,EMRO,2018,HPV - Human Papillomavirus Vaccine,Partial
EGY,Egypt,EMRO,2019,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2020,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2021,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2022,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2023,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2024,HPV - Human Papillomavirus Vaccine,Yes
EGY,Egypt,EMRO,2010,Pneumococcal Conjugate Vaccine (PCV),No
EGY,Egypt,EMRO,2011,Pneumococcal Conjugate Vaccine (PCV),No
EGY,Egypt,EMRO,2012,Pneumococcal Conjugate Vaccine (PCV),No
EGY,Egypt,EMRO,2013,Pneumococcal Conjugate Vaccine (PCV),No
EGY,Egypt,EMRO,2014,Pneumococcal Conjugate Vaccine (PCV),No
EGY,Egypt,EMRO,2015,Pneumococcal Conjugate Vaccine (PCV),Partial
EGY,Egypt,EMRO,2016,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2017,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2018,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2019,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2020,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2021,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2022,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2023,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2024,Pneumococcal Conjugate Vaccine (PCV),Yes
EGY,Egypt,EMRO,2010,COVID-19 Vaccine,No
EGY,Egypt,EMRO,2011,COVID-19 Vaccine,No
EGY,Egypt,EMRO,2012,COVID-19 Vaccine,No
EGY,Egypt,EMRO,2013,COVID-19 Vaccine,No
EGY,Egypt,EMRO,2014,COVID-19 Vaccine,No
