Group,Code,Name,Year,Disease,Disease_description,Denominator,Incidence_rate
Countries,BRA,Brazil,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",43.73
Countries,BRA,Brazil,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",69.49
Countries,BRA,Brazil,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",84.13
Countries,BRA,Brazil,2015,MEASLES,Measles,"Per 100,000 population",21.84
Countries,BRA,Brazil,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",18.6
Countries,BRA,Brazil,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,BRA,Brazil,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",3.98
Countries,BRA,Brazil,2015,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,BRA,Brazil,2015,HEPB,Hepatitis B,"Per 100,000 population",12.31
Countries,BRA,Brazil,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",42.13
Countries,BRA,Brazil,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",64.02
Countries,BRA,Brazil,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",68.94
Countries,BRA,Brazil,2016,MEASLES,Measles,"Per 100,000 population",20.91
Countries,BRA,Brazil,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",18.59
Countries,BRA,Brazil,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.54
Countries,BRA,Brazil,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",4.61
Countries,BRA,Brazil,2016,POLIO,Poliomyelitis,"Per 100,000 population",5.33
Countries,BRA,Brazil,2016,HEPB,Hepatitis B,"Per 100,000 population",16.42
Countries,BRA,Brazil,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",39.06
Countries,BRA,Brazil,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",71.91
Countries,BRA,Brazil,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",88.91
Countries,BRA,Brazil,2017,MEASLES,Measles,"Per 100,000 population",22.51
Countries,BRA,Brazil,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",14.95
Countries,BRA,Brazil,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,BRA,Brazil,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2017,POLIO,Poliomyelitis,"Per 100,000 population",9.59
Countries,BRA,Brazil,2017,HEPB,Hepatitis B,"Per 100,000 population",20.22
Countries,BRA,Brazil,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",32.61
Countries,BRA,Brazil,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",60.25
Countries,BRA,Brazil,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",79.31
Countries,BRA,Brazil,2018,MEASLES,Measles,"Per 100,000 population",24.84
Countries,BRA,Brazil,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",18.19
Countries,BRA,Brazil,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,BRA,Brazil,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2018,POLIO,Poliomyelitis,"Per 100,000 population",10.58
Countries,BRA,Brazil,2018,HEPB,Hepatitis B,"Per 100,000 population",24.55
Countries,BRA,Brazil,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",32.28
Countries,BRA,Brazil,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",66.01
Countries,BRA,Brazil,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",89.12
Countries,BRA,Brazil,2019,MEASLES,Measles,"Per 100,000 population",10.06
Countries,BRA,Brazil,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",9.56
Countries,BRA,Brazil,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",2.17
Countries,BRA,Brazil,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2019,POLIO,Poliomyelitis,"Per 100,000 population",5.44
Countries,BRA,Brazil,2019,HEPB,Hepatitis B,"Per 100,000 population",23.16
Countries,BRA,Brazil,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",32.62
Countries,BRA,Brazil,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",61.73
Countries,BRA,Brazil,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",77.32
Countries,BRA,Brazil,2020,MEASLES,Measles,"Per 100,000 population",26.5
Countries,BRA,Brazil,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",18.32
Countries,BRA,Brazil,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",16.41
Countries,BRA,Brazil,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",9.17
Countries,BRA,Brazil,2020,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,BRA,Brazil,2020,HEPB,Hepatitis B,"Per 100,000 population",14.87
Countries,BRA,Brazil,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",41.3
Countries,BRA,Brazil,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",69.14
Countries,BRA,Brazil,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",89.99
Countries,BRA,Brazil,2021,MEASLES,Measles,"Per 100,000 population",21.72
Countries,BRA,Brazil,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",12.32
Countries,BRA,Brazil,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,BRA,Brazil,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",11.61
Countries,BRA,Brazil,2021,POLIO,Poliomyelitis,"Per 100,000 population",1.36
Countries,BRA,Brazil,2021,HEPB,Hepatitis B,"Per 100,000 population",14.74
Countries,BRA,Brazil,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",43.28
Countries,BRA,Brazil,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",63.72
Countries,BRA,Brazil,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",78.96
Countries,BRA,Brazil,2022,MEASLES,Measles,"Per 100,000 population",14.58
Countries,BRA,Brazil,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",21.29
Countries,BRA,Brazil,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,BRA,Brazil,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2022,POLIO,Poliomyelitis,"Per 100,000 population",5.41
Countries,BRA,Brazil,2022,HEPB,Hepatitis B,"Per 100,000 population",10.37
Countries,BRA,Brazil,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",41.47
Countries,BRA,Brazil,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",42.36
Countries,BRA,Brazil,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",68.19
Countries,BRA,Brazil,2023,MEASLES,Measles,"Per 100,000 population",23.24
Countries,BRA,Brazil,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",10.44
Countries,BRA,Brazil,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",2.16
Countries,BRA,Brazil,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2023,POLIO,Poliomyelitis,"Per 100,000 population",0.94
Countries,BRA,Brazil,2023,HEPB,Hepatitis B,"Per 100,000 population",11.13
Countries,BRA,Brazil,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",31.29
Countries,BRA,Brazil,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",43.77
Countries,BRA,Brazil,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",66.91
Countries,BRA,Brazil,2024,MEASLES,Measles,"Per 100,000 population",15.32
Countries,BRA,Brazil,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.36
Countries,BRA,Brazil,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.74
Countries,BRA,Brazil,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,BRA,Brazil,2024,POLIO,Poliomyelitis,"Per 100,000 population",5.79
Countries,BRA,Brazil,2024,HEPB,Hepatitis B,"Per 100,000 population",11.6
Countries,BRA,Brazil,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",31.81
Countries,BRA,Brazil,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",48.4
Countries,BRA,Brazil,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",61.11
Countries,NGA,Nigeria,2010,MEASLES,Measles,"Per 100,000 population",79.87
Countries,NGA,Nigeria,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",66.15
Countries,NGA,Nigeria,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",12.91
Countries,NGA,Nigeria,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,NGA,Nigeria,2010,POLIO,Poliomyelitis,"Per 100,000 population",13.49
Countries,NGA,Nigeria,2010,HEPB,Hepatitis B,"Per 100,000 population",58.84
Countries,NGA,Nigeria,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",141.02
Countries,NGA,Nigeria,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",236.29
Countries,NGA,Nigeria,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",295.6
Countries,NGA,Nigeria,2011,MEASLES,Measles,"Per 100,000 population",73.6
Countries,NGA,Nigeria,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",50.27
Countries,NGA,Nigeria,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",16.85
Countries,NGA,Nigeria,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,NGA,Nigeria,2011,POLIO,Poliomyelitis,"Per 100,000 population",15.31
Countries,NGA,Nigeria,2011,HEPB,Hepatitis B,"Per 100,000 population",50.76
Countries,NGA,Nigeria,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",142.68
Countries,NGA,Nigeria,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",224.87
Countries,NGA,Nigeria,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",266.31
Countries,NGA,Nigeria,2012,MEASLES,Measles,"Per 100,000 population",60.85
Countries,NGA,Nigeria,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",53.15
Countries,NGA,Nigeria,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",11.5
Countries,NGA,Nigeria,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.41
Countries,NGA,Nigeria,2012,POLIO,Poliomyelitis,"Per 100,000 population",15.17
Countries,NGA,Nigeria,2012,HEPB,Hepatitis B,"Per 100,000 population",56.48
Countries,NGA,Nigeria,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",121.71
Countries,NGA,Nigeria,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",191.71
Countries,NGA,Nigeria,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",240.7
Countries,NGA,Nigeria,2013,MEASLES,Measles,"Per 100,000 population",55.5
Countries,NGA,Nigeria,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",46.97
Countries,NGA,Nigeria,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,NGA,Nigeria,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",6.25
Countries,NGA,Nigeria,2013,POLIO,Poliomyelitis,"Per 100,000 population",11.87
Countries,NGA,Nigeria,2013,HEPB,Hepatitis B,"Per 100,000 population",64.11
Countries,NGA,Nigeria,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",120.23
Countries,NGA,Nigeria,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",196.18
Countries,NGA,Nigeria,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",241.18
Countries,NGA,Nigeria,2014,MEASLES,Measles,"Per 100,000 population",58.1
Countries,NGA,Nigeria,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",52.19
Countries,NGA,Nigeria,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.18
Countries,NGA,Nigeria,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",22.21
Countries,NGA,Nigeria,2014,POLIO,Poliomyelitis,"Per 100,000 population",13.36
Countries,NGA,Nigeria,2014,HEPB,Hepatitis B,"Per 100,000 population",51.39
Countries,NGA,Nigeria,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",107.93
Countries,NGA,Nigeria,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",201.87
Countries,NGA,Nigeria,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",244.54
Countries,NGA,Nigeria,2015,MEASLES,Measles,"Per 100,000 population",67.5
Countries,NGA,Nigeria,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",50.89
Countries,NGA,Nigeria,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",8.64
Countries,NGA,Nigeria,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",16.55
Countries,NGA,Nigeria,2015,POLIO,Poliomyelitis,"Per 100,000 population",9.02
Countries,NGA,Nigeria,2015,HEPB,Hepatitis B,"Per 100,000 population",59.6
Countries,NGA,Nigeria,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",102.8
Countries,NGA,Nigeria,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",191.76
Countries,NGA,Nigeria,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",238.36
Countries,NGA,Nigeria,2016,MEASLES,Measles,"Per 100,000 population",58.98
Countries,NGA,Nigeria,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",33.66
Countries,NGA,Nigeria,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.17
Countries,NGA,Nigeria,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",2.0
Countries,NGA,Nigeria,2016,POLIO,Poliomyelitis,"Per 100,000 population",14.53
Countries,NGA,Nigeria,2016,HEPB,Hepatitis B,"Per 100,000 population",53.02
Countries,NGA,Nigeria,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",106.23
Countries,NGA,Nigeria,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",198.78
Countries,NGA,Nigeria,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",235.99
Countries,NGA,Nigeria,2017,MEASLES,Measles,"Per 100,000 population",62.0
Countries,NGA,Nigeria,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",41.56
Countries,NGA,Nigeria,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.83
Countries,NGA,Nigeria,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",4.13
Countries,NGA,Nigeria,2017,POLIO,Poliomyelitis,"Per 100,000 population",5.46
Countries,NGA,Nigeria,2017,HEPB,Hepatitis B,"Per 100,000 population",40.63
Countries,NGA,Nigeria,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",91.75
Countries,NGA,Nigeria,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",164.7
Countries,NGA,Nigeria,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",213.44
Countries,NGA,Nigeria,2018,MEASLES,Measles,"Per 100,000 population",64.61
Countries,NGA,Nigeria,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",39.25
Countries,NGA,Nigeria,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.2
Countries,NGA,Nigeria,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.45
Countries,NGA,Nigeria,2018,POLIO,Poliomyelitis,"Per 100,000 population",13.49
Countries,NGA,Nigeria,2018,HEPB,Hepatitis B,"Per 100,000 population",39.88
Countries,NGA,Nigeria,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",105.47
Countries,NGA,Nigeria,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",169.93
Countries,NGA,Nigeria,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",215.95
Countries,NGA,Nigeria,2019,MEASLES,Measles,"Per 100,000 population",50.88
Countries,NGA,Nigeria,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",45.14
Countries,NGA,Nigeria,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.54
Countries,NGA,Nigeria,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.45
Countries,NGA,Nigeria,2019,POLIO,Poliomyelitis,"Per 100,000 population",2.35
Countries,NGA,Nigeria,2019,HEPB,Hepatitis B,"Per 100,000 population",48.57
Countries,NGA,Nigeria,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",91.03
Countries,NGA,Nigeria,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",161.32
Countries,NGA,Nigeria,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",202.05
Countries,NGA,Nigeria,2020,MEASLES,Measles,"Per 100,000 population",74.09
Countries,NGA,Nigeria,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",53.66
Countries,NGA,Nigeria,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",7.91
Countries,NGA,Nigeria,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,NGA,Nigeria,2020,POLIO,Poliomyelitis,"Per 100,000 population",22.51
Countries,NGA,Nigeria,2020,HEPB,Hepatitis B,"Per 100,000 population",52.55
Countries,NGA,Nigeria,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",127.47
Countries,NGA,Nigeria,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",213.01
Countries,NGA,Nigeria,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",264.44
Countries,NGA,Nigeria,2021,MEASLES,Measles,"Per 100,000 population",75.41
Countries,NGA,Nigeria,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",45.62
Countries,NGA,Nigeria,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",11.69
Countries,NGA,Nigeria,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",4.92
Countries,NGA,Nigeria,2021,POLIO,Poliomyelitis,"Per 100,000 population",12.0
Countries,NGA,Nigeria,2021,HEPB,Hepatitis B,"Per 100,000 population",54.17
Countries,NGA,Nigeria,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",118.25
Countries,NGA,Nigeria,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",211.56
Countries,NGA,Nigeria,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",272.11
Countries,NGA,Nigeria,2022,MEASLES,Measles,"Per 100,000 population",50.76
Countries,NGA,Nigeria,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",44.75
Countries,NGA,Nigeria,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.38
Countries,NGA,Nigeria,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",3.04
Countries,NGA,Nigeria,2022,POLIO,Poliomyelitis,"Per 100,000 population",1.88
Countries,NGA,Nigeria,2022,HEPB,Hepatitis B,"Per 100,000 population",47.26
Countries,NGA,Nigeria,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",74.1
Countries,NGA,Nigeria,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",142.58
Countries,NGA,Nigeria,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",176.96
Countries,NGA,Nigeria,2023,MEASLES,Measles,"Per 100,000 population",47.66
Countries,NGA,Nigeria,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",24.29
Countries,NGA,Nigeria,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",12.14
Countries,NGA,Nigeria,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,NGA,Nigeria,2023,POLIO,Poliomyelitis,"Per 100,000 population",18.0
Countries,NGA,Nigeria,2023,HEPB,Hepatitis B,"Per 100,000 population",28.92
Countries,NGA,Nigeria,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",89.47
Countries,NGA,Nigeria,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",131.92
Countries,NGA,Nigeria,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",172.78
Countries,NGA,Nigeria,2024,MEASLES,Measles,"Per 100,000 population",44.66
Countries,NGA,Nigeria,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",25.71
Countries,NGA,Nigeria,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,NGA,Nigeria,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,NGA,Nigeria,2024,POLIO,Poliomyelitis,"Per 100,000 population",11.54
Countries,NGA,Nigeria,2024,HEPB,Hepatitis B,"Per 100,000 population",33.5
Countries,NGA,Nigeria,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",78.54
Countries,NGA,Nigeria,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",128.01
Countries,NGA,Nigeria,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",171.35
Countries,DEU,Germany,2010,MEASLES,Measles,"Per 100,000 population",4.3
Countries,DEU,Germany,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.88
Countries,DEU,Germany,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.2
Countries,DEU,Germany,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2010,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2010,HEPB,Hepatitis B,"Per 100,000 population",2.37
Countries,DEU,Germany,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",3.69
Countries,DEU,Germany,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",9.28
Countries,DEU,Germany,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",13.59
Countries,DEU,Germany,2011,MEASLES,Measles,"Per 100,000 population",1.96
Countries,DEU,Germany,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",0.92
Countries,DEU,Germany,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.03
Countries,DEU,Germany,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2011,POLIO,Poliomyelitis,"Per 100,000 population",1.03
Countries,DEU,Germany,2011,HEPB,Hepatitis B,"Per 100,000 population",3.8
Countries,DEU,Germany,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",4.57
Countries,DEU,Germany,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",8.03
Countries,DEU,Germany,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.25
Countries,DEU,Germany,2012,MEASLES,Measles,"Per 100,000 population",2.0
Countries,DEU,Germany,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",3.06
Countries,DEU,Germany,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",1.98
Countries,DEU,Germany,2012,POLIO,Poliomyelitis,"Per 100,000 population",1.32
Countries,DEU,Germany,2012,HEPB,Hepatitis B,"Per 100,000 population",2.41
Countries,DEU,Germany,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",7.26
Countries,DEU,Germany,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",10.27
Countries,DEU,Germany,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.25
Countries,DEU,Germany,2013,MEASLES,Measles,"Per 100,000 population",1.13
Countries,DEU,Germany,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",1.42
Countries,DEU,Germany,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.46
Countries,DEU,Germany,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2013,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2013,HEPB,Hepatitis B,"Per 100,000 population",1.22
Countries,DEU,Germany,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",5.64
Countries,DEU,Germany,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",9.69
Countries,DEU,Germany,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.18
Countries,DEU,Germany,2014,MEASLES,Measles,"Per 100,000 population",2.02
Countries,DEU,Germany,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.43
Countries,DEU,Germany,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2014,POLIO,Poliomyelitis,"Per 100,000 population",1.12
Countries,DEU,Germany,2014,HEPB,Hepatitis B,"Per 100,000 population",3.22
Countries,DEU,Germany,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",2.89
Countries,DEU,Germany,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",8.49
Countries,DEU,Germany,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.2
Countries,DEU,Germany,2015,MEASLES,Measles,"Per 100,000 population",3.17
Countries,DEU,Germany,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.16
Countries,DEU,Germany,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",1.58
Countries,DEU,Germany,2015,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2015,HEPB,Hepatitis B,"Per 100,000 population",2.1
Countries,DEU,Germany,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",4.67
Countries,DEU,Germany,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",8.68
Countries,DEU,Germany,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.45
Countries,DEU,Germany,2016,MEASLES,Measles,"Per 100,000 population",1.89
Countries,DEU,Germany,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.1
Countries,DEU,Germany,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.74
Countries,DEU,Germany,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2016,POLIO,Poliomyelitis,"Per 100,000 population",0.52
Countries,DEU,Germany,2016,HEPB,Hepatitis B,"Per 100,000 population",3.95
Countries,DEU,Germany,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",3.13
Countries,DEU,Germany,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",7.75
Countries,DEU,Germany,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",10.75
Countries,DEU,Germany,2017,MEASLES,Measles,"Per 100,000 population",2.27
