ISO_3_Code,Country_Name,Who_Region,Year,Dimension,Subgroup,Coverage_Pct,Dropout_Rate_Pct,Population_Density_sqkm,Vaccination_Strategy,Seasonal_Peak_Quarter
BRA,Brazil,AMRO,2019,Gender,Female,81.39,26.75,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2019,Gender,Male,82.39,25.85,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2019,Urban_Rural,Urban,88.81,24.51,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2019,Urban_Rural,Rural,75.47,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2019,Education_Level,Primary or Less,71.04,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2019,Education_Level,Secondary,83.37,26.63,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2019,Education_Level,Tertiary,91.4,19.56,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2020,Gender,Female,82.09,26.12,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2020,Gender,Male,81.6,26.56,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2020,Urban_Rural,Urban,88.06,25.15,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2020,Urban_Rural,Rural,77.16,34.41,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2020,Education_Level,Primary or Less,73.26,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2020,Education_Level,Secondary,86.82,23.59,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2020,Education_Level,Tertiary,89.66,21.1,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2021,Gender,Female,85.4,23.14,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2021,Gender,Male,79.52,28.44,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2021,Urban_Rural,Urban,87.69,25.47,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2021,Urban_Rural,Rural,73.1,35.0,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2021,Education_Level,Primary or Less,73.06,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2021,Education_Level,Secondary,84.67,25.49,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2021,Education_Level,Tertiary,94.89,16.49,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2022,Gender,Female,84.11,24.3,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2022,Gender,Male,83.83,24.56,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2022,Urban_Rural,Urban,88.78,24.54,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2022,Urban_Rural,Rural,77.4,34.21,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2022,Education_Level,Primary or Less,73.35,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2022,Education_Level,Secondary,88.93,21.74,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2022,Education_Level,Tertiary,95.71,15.78,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2023,Gender,Female,84.6,23.86,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2023,Gender,Male,83.27,25.06,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2023,Urban_Rural,Urban,89.39,24.02,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2023,Urban_Rural,Rural,77.03,34.52,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2023,Education_Level,Primary or Less,73.64,35.0,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2023,Education_Level,Secondary,87.19,23.28,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2023,Education_Level,Tertiary,93.09,18.08,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2024,Gender,Female,85.27,23.26,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2024,Gender,Male,82.84,25.44,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2024,Urban_Rural,Urban,89.98,23.51,25,Centralized Health Clinic,Q4
BRA,Brazil,AMRO,2024,Urban_Rural,Rural,78.03,33.68,25,Door-to-Door Campaign,Q4
BRA,Brazil,AMRO,2024,Education_Level,Primary or Less,76.49,32.69,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2024,Education_Level,Secondary,83.3,26.69,25,Mobile Outreach Unit,Q4
BRA,Brazil,AMRO,2024,Education_Level,Tertiary,98.59,13.24,25,Mobile Outreach Unit,Q4
NGA,Nigeria,AFRO,2010,Gender,Female,64.2,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2010,Gender,Male,59.85,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2010,Urban_Rural,Urban,69.49,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2010,Urban_Rural,Rural,53.95,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2010,Education_Level,Primary or Less,51.85,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2010,Education_Level,Secondary,64.9,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2010,Education_Level,Tertiary,73.72,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2011,Gender,Female,62.93,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2011,Gender,Male,61.32,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2011,Urban_Rural,Urban,68.58,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2011,Urban_Rural,Rural,56.57,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2011,Education_Level,Primary or Less,49.91,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2011,Education_Level,Secondary,64.46,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2011,Education_Level,Tertiary,76.06,33.07,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2012,Gender,Female,64.9,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2012,Gender,Male,63.65,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2012,Urban_Rural,Urban,69.72,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2012,Urban_Rural,Rural,54.5,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2012,Education_Level,Primary or Less,53.48,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2012,Education_Level,Secondary,64.37,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2012,Education_Level,Tertiary,77.75,31.58,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2013,Gender,Female,64.74,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2013,Gender,Male,63.94,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2013,Urban_Rural,Urban,72.64,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2013,Urban_Rural,Rural,55.28,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2013,Education_Level,Primary or Less,50.68,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2013,Education_Level,Secondary,66.84,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2013,Education_Level,Tertiary,76.12,33.02,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2014,Gender,Female,65.19,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2014,Gender,Male,62.84,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2014,Urban_Rural,Urban,71.67,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2014,Urban_Rural,Rural,57.27,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2014,Education_Level,Primary or Less,55.28,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2014,Education_Level,Secondary,65.1,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2014,Education_Level,Tertiary,76.29,32.87,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2015,Gender,Female,67.12,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2015,Gender,Male,63.19,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2015,Urban_Rural,Urban,73.75,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2015,Urban_Rural,Rural,58.31,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2015,Education_Level,Primary or Less,56.78,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2015,Education_Level,Secondary,65.58,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2015,Education_Level,Tertiary,77.52,31.78,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2016,Gender,Female,65.36,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2016,Gender,Male,64.45,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2016,Urban_Rural,Urban,73.02,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2016,Urban_Rural,Rural,58.37,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2016,Education_Level,Primary or Less,56.24,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2016,Education_Level,Secondary,71.09,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2016,Education_Level,Tertiary,77.22,32.05,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2017,Gender,Female,68.41,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2017,Gender,Male,66.03,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2017,Urban_Rural,Urban,73.28,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2017,Urban_Rural,Rural,58.23,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2017,Education_Level,Primary or Less,57.45,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2017,Education_Level,Secondary,72.7,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2017,Education_Level,Tertiary,78.03,31.33,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2018,Gender,Female,68.13,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2018,Gender,Male,67.94,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2018,Urban_Rural,Urban,75.33,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2018,Urban_Rural,Rural,60.63,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2018,Education_Level,Primary or Less,57.14,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2018,Education_Level,Secondary,71.32,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2018,Education_Level,Tertiary,78.78,30.67,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2019,Gender,Female,70.01,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2019,Gender,Male,66.68,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2019,Urban_Rural,Urban,74.1,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2019,Urban_Rural,Rural,60.92,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2019,Education_Level,Primary or Less,56.45,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2019,Education_Level,Secondary,69.75,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2019,Education_Level,Tertiary,77.38,31.9,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2020,Gender,Female,68.26,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2020,Gender,Male,70.64,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2020,Urban_Rural,Urban,74.77,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2020,Urban_Rural,Rural,60.87,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2020,Education_Level,Primary or Less,59.12,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2020,Education_Level,Secondary,69.41,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2020,Education_Level,Tertiary,79.25,30.26,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2021,Gender,Female,72.33,34.9,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2021,Gender,Male,69.26,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2021,Urban_Rural,Urban,77.38,34.22,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2021,Urban_Rural,Rural,64.09,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2021,Education_Level,Primary or Less,60.02,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2021,Education_Level,Secondary,71.37,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2021,Education_Level,Tertiary,78.55,30.88,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2022,Gender,Female,70.82,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2022,Gender,Male,69.44,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2022,Urban_Rural,Urban,75.93,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2022,Urban_Rural,Rural,64.75,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2022,Education_Level,Primary or Less,62.05,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2022,Education_Level,Secondary,73.88,34.99,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2022,Education_Level,Tertiary,81.23,28.52,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2023,Gender,Female,70.87,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2023,Gender,Male,71.63,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2023,Urban_Rural,Urban,78.0,33.7,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2023,Urban_Rural,Rural,64.53,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2023,Education_Level,Primary or Less,62.03,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2023,Education_Level,Secondary,73.57,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2023,Education_Level,Tertiary,85.1,25.11,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2024,Gender,Female,71.94,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2024,Gender,Male,70.69,35.0,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2024,Urban_Rural,Urban,80.27,31.77,226,Centralized Health Clinic,Q1
NGA,Nigeria,AFRO,2024,Urban_Rural,Rural,64.4,35.0,226,Door-to-Door Campaign,Q1
NGA,Nigeria,AFRO,2024,Education_Level,Primary or Less,61.61,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2024,Education_Level,Secondary,73.42,35.0,226,Mobile Outreach Unit,Q1
NGA,Nigeria,AFRO,2024,Education_Level,Tertiary,83.82,26.24,226,Mobile Outreach Unit,Q1
DEU,Germany,EURO,2010,Gender,Female,88.57,20.29,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2010,Gender,Male,86.86,21.83,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2010,Urban_Rural,Urban,95.3,19.0,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2010,Urban_Rural,Rural,80.61,31.48,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2010,Education_Level,Primary or Less,76.49,32.69,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2010,Education_Level,Secondary,90.05,20.76,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2010,Education_Level,Tertiary,99.0,11.04,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2011,Gender,Female,90.27,18.76,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2011,Gender,Male,89.42,19.52,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2011,Urban_Rural,Urban,94.32,19.83,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2011,Urban_Rural,Rural,82.48,29.89,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2011,Education_Level,Primary or Less,77.73,31.6,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2011,Education_Level,Secondary,88.85,21.81,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2011,Education_Level,Tertiary,98.5,13.32,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2012,Gender,Female,90.33,18.7,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2012,Gender,Male,89.63,19.33,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2012,Urban_Rural,Urban,96.27,18.17,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2012,Urban_Rural,Rural,81.72,30.54,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2012,Education_Level,Primary or Less,77.85,31.49,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2012,Education_Level,Secondary,92.46,18.64,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2012,Education_Level,Tertiary,99.0,10.38,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2013,Gender,Female,91.2,17.92,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2013,Gender,Male,88.25,20.58,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2013,Urban_Rural,Urban,97.57,17.07,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2013,Urban_Rural,Rural,84.07,28.54,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2013,Education_Level,Primary or Less,82.4,27.49,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2013,Education_Level,Secondary,91.44,19.53,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2013,Education_Level,Tertiary,99.0,10.46,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2014,Gender,Female,91.07,18.04,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2014,Gender,Male,89.08,19.83,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2014,Urban_Rural,Urban,99.0,15.68,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2014,Urban_Rural,Rural,83.98,28.62,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2014,Education_Level,Primary or Less,82.74,27.19,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2014,Education_Level,Secondary,90.96,19.95,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2014,Education_Level,Tertiary,99.0,10.04,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2015,Gender,Female,92.81,16.47,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2015,Gender,Male,89.87,19.12,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2015,Urban_Rural,Urban,99.0,15.18,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2015,Urban_Rural,Rural,83.71,28.85,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2015,Education_Level,Primary or Less,82.18,27.68,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2015,Education_Level,Secondary,92.67,18.45,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2015,Education_Level,Tertiary,99.0,11.38,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2016,Gender,Female,93.91,15.48,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2016,Gender,Male,91.78,17.4,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2016,Urban_Rural,Urban,98.98,15.86,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2016,Urban_Rural,Rural,84.37,28.29,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2016,Education_Level,Primary or Less,82.73,27.2,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2016,Education_Level,Secondary,96.1,15.43,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2016,Education_Level,Tertiary,99.0,10.09,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2017,Gender,Female,94.26,15.17,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2017,Gender,Male,92.3,16.93,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2017,Urban_Rural,Urban,99.0,15.7,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2017,Urban_Rural,Rural,83.43,29.09,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2017,Education_Level,Primary or Less,82.88,27.06,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2017,Education_Level,Secondary,95.91,15.6,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2017,Education_Level,Tertiary,99.0,8.14,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2018,Gender,Female,92.96,16.33,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2018,Gender,Male,94.05,15.36,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2018,Urban_Rural,Urban,99.0,13.23,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2018,Urban_Rural,Rural,85.97,26.93,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2018,Education_Level,Primary or Less,87.07,23.38,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2018,Education_Level,Secondary,94.36,16.97,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2018,Education_Level,Tertiary,99.0,9.63,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2019,Gender,Female,94.09,15.32,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2019,Gender,Male,93.75,15.63,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2019,Urban_Rural,Urban,98.67,16.13,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2019,Urban_Rural,Rural,86.43,26.54,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2019,Education_Level,Primary or Less,88.7,21.94,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2019,Education_Level,Secondary,94.04,17.24,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2019,Education_Level,Tertiary,99.0,8.06,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2020,Gender,Female,94.76,14.71,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2020,Gender,Male,93.92,15.48,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2020,Urban_Rural,Urban,99.0,14.08,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2020,Urban_Rural,Rural,86.7,26.31,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2020,Education_Level,Primary or Less,84.77,25.41,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2020,Education_Level,Secondary,97.95,13.8,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2020,Education_Level,Tertiary,99.0,4.89,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2021,Gender,Female,96.22,13.41,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2021,Gender,Male,94.91,14.58,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2021,Urban_Rural,Urban,99.0,12.66,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2021,Urban_Rural,Rural,86.72,26.29,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2021,Education_Level,Primary or Less,85.47,24.79,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2021,Education_Level,Secondary,96.94,14.69,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2021,Education_Level,Tertiary,99.0,4.85,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2022,Gender,Female,98.95,10.94,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2022,Gender,Male,94.82,14.66,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2022,Urban_Rural,Urban,99.0,11.23,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2022,Urban_Rural,Rural,87.15,25.92,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2022,Education_Level,Primary or Less,86.7,23.7,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2022,Education_Level,Secondary,98.79,13.06,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2022,Education_Level,Tertiary,99.0,7.45,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2023,Gender,Female,97.07,12.64,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2023,Gender,Male,95.37,14.16,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2023,Urban_Rural,Urban,99.0,13.28,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2023,Urban_Rural,Rural,86.4,26.56,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2023,Education_Level,Primary or Less,86.79,23.63,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2023,Education_Level,Secondary,98.97,12.91,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2023,Education_Level,Tertiary,99.0,5.0,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2024,Gender,Female,99.0,10.57,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2024,Gender,Male,95.06,14.44,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2024,Urban_Rural,Urban,99.0,11.73,240,Centralized Health Clinic,Q4
DEU,Germany,EURO,2024,Urban_Rural,Rural,93.37,20.63,240,Door-to-Door Campaign,Q4
DEU,Germany,EURO,2024,Education_Level,Primary or Less,89.13,21.57,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2024,Education_Level,Secondary,99.0,11.0,240,Mobile Outreach Unit,Q4
DEU,Germany,EURO,2024,Education_Level,Tertiary,99.0,5.6,240,Mobile Outreach Unit,Q4
CHN,China,WPRO,2010,Gender,Female,75.6,31.96,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2010,Gender,Male,71.9,35.0,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2010,Urban_Rural,Urban,82.2,30.13,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2010,Urban_Rural,Rural,69.18,35.0,150,Door-to-Door Campaign,Q1
CHN,China,WPRO,2010,Education_Level,Primary or Less,62.83,35.0,150,Mobile Outreach Unit,Q1
CHN,China,WPRO,2010,Education_Level,Secondary,75.26,33.77,150,Mobile Outreach Unit,Q1
CHN,China,WPRO,2010,Education_Level,Tertiary,85.95,24.36,150,Mobile Outreach Unit,Q1
CHN,China,WPRO,2011,Gender,Female,76.65,31.01,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2011,Gender,Male,74.36,33.08,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2011,Urban_Rural,Urban,81.22,30.96,150,Centralized Health Clinic,Q1
CHN,China,WPRO,2011,Urban_Rural,Rural,67.23,35.0,150,Door-to-Door Campaign,Q1
CHN,China,WPRO,2011,Education_Level,Primary or Less,65.63,35.0,150,Mobile Outreach Unit,Q1
