Group,Code,Name,Year,Disease,Disease_description,Cases
Countries,NGA,Nigeria,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,21397
Countries,NGA,Nigeria,2010,INFLUENZA,Seasonal Influenza,23953
Countries,NGA,Nigeria,2011,MEASLES,Measles,5536
Countries,NGA,Nigeria,2011,PERTUSSIS,Pertussis (Whooping Cough),5379
Countries,NGA,Nigeria,2011,DIPHTHERIA,Diphtheria,1515
Countries,NGA,Nigeria,2011,TETANUS,Neonatal Tetanus,11
Countries,NGA,Nigeria,2011,POLIO,Poliomyelitis,1111
Countries,NGA,Nigeria,2011,HEPB,Hepatitis B,4849
Countries,NGA,Nigeria,2011,TUBERCULOSIS,Tuberculosis,12949
Countries,NGA,Nigeria,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,17164
Countries,NGA,Nigeria,2011,INFLUENZA,Seasonal Influenza,26651
Countries,NGA,Nigeria,2012,MEASLES,Measles,4724
Countries,NGA,Nigeria,2012,PERTUSSIS,Pertussis (Whooping Cough),5492
Countries,NGA,Nigeria,2012,DIPHTHERIA,Diphtheria,1274
Countries,NGA,Nigeria,2012,TETANUS,Neonatal Tetanus,770
Countries,NGA,Nigeria,2012,POLIO,Poliomyelitis,1606
Countries,NGA,Nigeria,2012,HEPB,Hepatitis B,6521
Countries,NGA,Nigeria,2012,TUBERCULOSIS,Tuberculosis,12122
Countries,NGA,Nigeria,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,16795
Countries,NGA,Nigeria,2012,INFLUENZA,Seasonal Influenza,21871
Countries,NGA,Nigeria,2013,MEASLES,Measles,5061
Countries,NGA,Nigeria,2013,PERTUSSIS,Pertussis (Whooping Cough),3961
Countries,NGA,Nigeria,2013,DIPHTHERIA,Diphtheria,11
Countries,NGA,Nigeria,2013,TETANUS,Neonatal Tetanus,674
Countries,NGA,Nigeria,2013,POLIO,Poliomyelitis,890
Countries,NGA,Nigeria,2013,HEPB,Hepatitis B,5616
Countries,NGA,Nigeria,2013,TUBERCULOSIS,Tuberculosis,10053
Countries,NGA,Nigeria,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,20551
Countries,NGA,Nigeria,2013,INFLUENZA,Seasonal Influenza,28012
Countries,NGA,Nigeria,2014,MEASLES,Measles,6200
Countries,NGA,Nigeria,2014,PERTUSSIS,Pertussis (Whooping Cough),4670
Countries,NGA,Nigeria,2014,DIPHTHERIA,Diphtheria,588
Countries,NGA,Nigeria,2014,TETANUS,Neonatal Tetanus,1756
Countries,NGA,Nigeria,2014,POLIO,Poliomyelitis,1072
Countries,NGA,Nigeria,2014,HEPB,Hepatitis B,5791
Countries,NGA,Nigeria,2014,TUBERCULOSIS,Tuberculosis,13130
Countries,NGA,Nigeria,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,18022
Countries,NGA,Nigeria,2014,INFLUENZA,Seasonal Influenza,24630
Countries,NGA,Nigeria,2015,MEASLES,Measles,7479
Countries,NGA,Nigeria,2015,PERTUSSIS,Pertussis (Whooping Cough),3818
Countries,NGA,Nigeria,2015,DIPHTHERIA,Diphtheria,728
Countries,NGA,Nigeria,2015,TETANUS,Neonatal Tetanus,2149
Countries,NGA,Nigeria,2015,POLIO,Poliomyelitis,772
Countries,NGA,Nigeria,2015,HEPB,Hepatitis B,5636
Countries,NGA,Nigeria,2015,TUBERCULOSIS,Tuberculosis,9350
Countries,NGA,Nigeria,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,13438
Countries,NGA,Nigeria,2015,INFLUENZA,Seasonal Influenza,24131
Countries,NGA,Nigeria,2016,MEASLES,Measles,5875
Countries,NGA,Nigeria,2016,PERTUSSIS,Pertussis (Whooping Cough),3457
Countries,NGA,Nigeria,2016,DIPHTHERIA,Diphtheria,609
Countries,NGA,Nigeria,2016,TETANUS,Neonatal Tetanus,186
Countries,NGA,Nigeria,2016,POLIO,Poliomyelitis,1340
Countries,NGA,Nigeria,2016,HEPB,Hepatitis B,4904
Countries,NGA,Nigeria,2016,TUBERCULOSIS,Tuberculosis,9047
Countries,NGA,Nigeria,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,17391
Countries,NGA,Nigeria,2016,INFLUENZA,Seasonal Influenza,20158
Countries,NGA,Nigeria,2017,MEASLES,Measles,6733
Countries,NGA,Nigeria,2017,PERTUSSIS,Pertussis (Whooping Cough),4346
Countries,NGA,Nigeria,2017,DIPHTHERIA,Diphtheria,585
Countries,NGA,Nigeria,2017,TETANUS,Neonatal Tetanus,533
Countries,NGA,Nigeria,2017,POLIO,Poliomyelitis,470
Countries,NGA,Nigeria,2017,HEPB,Hepatitis B,4744
Countries,NGA,Nigeria,2017,TUBERCULOSIS,Tuberculosis,8817
Countries,NGA,Nigeria,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,16858
Countries,NGA,Nigeria,2017,INFLUENZA,Seasonal Influenza,23492
Countries,NGA,Nigeria,2018,MEASLES,Measles,26991
Countries,NGA,Nigeria,2018,PERTUSSIS,Pertussis (Whooping Cough),3302
Countries,NGA,Nigeria,2018,DIPHTHERIA,Diphtheria,363
Countries,NGA,Nigeria,2018,TETANUS,Neonatal Tetanus,372
Countries,NGA,Nigeria,2018,POLIO,Poliomyelitis,1471
Countries,NGA,Nigeria,2018,HEPB,Hepatitis B,4336
Countries,NGA,Nigeria,2018,TUBERCULOSIS,Tuberculosis,13052
Countries,NGA,Nigeria,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,18050
Countries,NGA,Nigeria,2018,INFLUENZA,Seasonal Influenza,23717
Countries,NGA,Nigeria,2019,MEASLES,Measles,5025
Countries,NGA,Nigeria,2019,PERTUSSIS,Pertussis (Whooping Cough),4828
Countries,NGA,Nigeria,2019,DIPHTHERIA,Diphtheria,411
Countries,NGA,Nigeria,2019,TETANUS,Neonatal Tetanus,559
Countries,NGA,Nigeria,2019,POLIO,Poliomyelitis,216
Countries,NGA,Nigeria,2019,HEPB,Hepatitis B,4696
Countries,NGA,Nigeria,2019,TUBERCULOSIS,Tuberculosis,10129
Countries,NGA,Nigeria,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,14943
Countries,NGA,Nigeria,2019,INFLUENZA,Seasonal Influenza,22899
Countries,NGA,Nigeria,2020,MEASLES,Measles,9530
Countries,NGA,Nigeria,2020,PERTUSSIS,Pertussis (Whooping Cough),6091
Countries,NGA,Nigeria,2020,DIPHTHERIA,Diphtheria,879
Countries,NGA,Nigeria,2020,TETANUS,Neonatal Tetanus,10
Countries,NGA,Nigeria,2020,POLIO,Poliomyelitis,1988
Countries,NGA,Nigeria,2020,HEPB,Hepatitis B,4571
Countries,NGA,Nigeria,2020,TUBERCULOSIS,Tuberculosis,11068
Countries,NGA,Nigeria,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,23073
Countries,NGA,Nigeria,2020,INFLUENZA,Seasonal Influenza,24899
Countries,NGA,Nigeria,2021,MEASLES,Measles,7508
Countries,NGA,Nigeria,2021,PERTUSSIS,Pertussis (Whooping Cough),4848
Countries,NGA,Nigeria,2021,DIPHTHERIA,Diphtheria,1021
Countries,NGA,Nigeria,2021,TETANUS,Neonatal Tetanus,454
Countries,NGA,Nigeria,2021,POLIO,Poliomyelitis,1258
Countries,NGA,Nigeria,2021,HEPB,Hepatitis B,5180
Countries,NGA,Nigeria,2021,TUBERCULOSIS,Tuberculosis,11474
Countries,NGA,Nigeria,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,17878
Countries,NGA,Nigeria,2021,INFLUENZA,Seasonal Influenza,26460
Countries,NGA,Nigeria,2022,MEASLES,Measles,6333
Countries,NGA,Nigeria,2022,PERTUSSIS,Pertussis (Whooping Cough),4175
Countries,NGA,Nigeria,2022,DIPHTHERIA,Diphtheria,445
Countries,NGA,Nigeria,2022,TETANUS,Neonatal Tetanus,347
Countries,NGA,Nigeria,2022,POLIO,Poliomyelitis,202
Countries,NGA,Nigeria,2022,HEPB,Hepatitis B,4876
Countries,NGA,Nigeria,2022,TUBERCULOSIS,Tuberculosis,5944
Countries,NGA,Nigeria,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,11741
Countries,NGA,Nigeria,2022,INFLUENZA,Seasonal Influenza,13615
Countries,NGA,Nigeria,2023,MEASLES,Measles,5074
Countries,NGA,Nigeria,2023,PERTUSSIS,Pertussis (Whooping Cough),2800
Countries,NGA,Nigeria,2023,DIPHTHERIA,Diphtheria,1298
Countries,NGA,Nigeria,2023,TETANUS,Neonatal Tetanus,12
Countries,NGA,Nigeria,2023,POLIO,Poliomyelitis,1680
Countries,NGA,Nigeria,2023,HEPB,Hepatitis B,2751
Countries,NGA,Nigeria,2023,TUBERCULOSIS,Tuberculosis,9090
Countries,NGA,Nigeria,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,12737
Countries,NGA,Nigeria,2023,INFLUENZA,Seasonal Influenza,18570
Countries,NGA,Nigeria,2024,MEASLES,Measles,4037
Countries,NGA,Nigeria,2024,PERTUSSIS,Pertussis (Whooping Cough),2033
Countries,NGA,Nigeria,2024,DIPHTHERIA,Diphtheria,7
Countries,NGA,Nigeria,2024,TETANUS,Neonatal Tetanus,10
Countries,NGA,Nigeria,2024,POLIO,Poliomyelitis,1062
Countries,NGA,Nigeria,2024,HEPB,Hepatitis B,2762
Countries,NGA,Nigeria,2024,TUBERCULOSIS,Tuberculosis,7124
Countries,NGA,Nigeria,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,16550
Countries,NGA,Nigeria,2024,INFLUENZA,Seasonal Influenza,14279
Countries,DEU,Germany,2010,MEASLES,Measles,476
Countries,DEU,Germany,2010,PERTUSSIS,Pertussis (Whooping Cough),306
Countries,DEU,Germany,2010,DIPHTHERIA,Diphtheria,24
Countries,DEU,Germany,2010,TETANUS,Neonatal Tetanus,9
Countries,DEU,Germany,2010,POLIO,Poliomyelitis,7
Countries,DEU,Germany,2010,HEPB,Hepatitis B,272
Countries,DEU,Germany,2010,TUBERCULOSIS,Tuberculosis,355
Countries,DEU,Germany,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,1105
Countries,DEU,Germany,2010,INFLUENZA,Seasonal Influenza,1525
Countries,DEU,Germany,2011,MEASLES,Measles,225
Countries,DEU,Germany,2011,PERTUSSIS,Pertussis (Whooping Cough),124
Countries,DEU,Germany,2011,DIPHTHERIA,Diphtheria,107
Countries,DEU,Germany,2011,TETANUS,Neonatal Tetanus,12
Countries,DEU,Germany,2011,POLIO,Poliomyelitis,96
Countries,DEU,Germany,2011,HEPB,Hepatitis B,410
Countries,DEU,Germany,2011,TUBERCULOSIS,Tuberculosis,422
Countries,DEU,Germany,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,860
Countries,DEU,Germany,2011,INFLUENZA,Seasonal Influenza,1293
Countries,DEU,Germany,2012,MEASLES,Measles,138
Countries,DEU,Germany,2012,PERTUSSIS,Pertussis (Whooping Cough),277
Countries,DEU,Germany,2012,DIPHTHERIA,Diphtheria,10
Countries,DEU,Germany,2012,TETANUS,Neonatal Tetanus,130
Countries,DEU,Germany,2012,POLIO,Poliomyelitis,130
Countries,DEU,Germany,2012,HEPB,Hepatitis B,277
Countries,DEU,Germany,2012,TUBERCULOSIS,Tuberculosis,867
Countries,DEU,Germany,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,906
Countries,DEU,Germany,2012,INFLUENZA,Seasonal Influenza,1475
Countries,DEU,Germany,2013,MEASLES,Measles,133
Countries,DEU,Germany,2013,PERTUSSIS,Pertussis (Whooping Cough),96
Countries,DEU,Germany,2013,DIPHTHERIA,Diphtheria,148
Countries,DEU,Germany,2013,TETANUS,Neonatal Tetanus,10
Countries,DEU,Germany,2013,POLIO,Poliomyelitis,12
Countries,DEU,Germany,2013,HEPB,Hepatitis B,127
Countries,DEU,Germany,2013,TUBERCULOSIS,Tuberculosis,681
Countries,DEU,Germany,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,855
Countries,DEU,Germany,2013,INFLUENZA,Seasonal Influenza,926
Countries,DEU,Germany,2014,MEASLES,Measles,182
Countries,DEU,Germany,2014,PERTUSSIS,Pertussis (Whooping Cough),300
Countries,DEU,Germany,2014,DIPHTHERIA,Diphtheria,11
Countries,DEU,Germany,2014,TETANUS,Neonatal Tetanus,13
Countries,DEU,Germany,2014,POLIO,Poliomyelitis,87
Countries,DEU,Germany,2014,HEPB,Hepatitis B,372
Countries,DEU,Germany,2014,TUBERCULOSIS,Tuberculosis,321
Countries,DEU,Germany,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,812
Countries,DEU,Germany,2014,INFLUENZA,Seasonal Influenza,1361
Countries,DEU,Germany,2015,MEASLES,Measles,323
Countries,DEU,Germany,2015,PERTUSSIS,Pertussis (Whooping Cough),230
Countries,DEU,Germany,2015,DIPHTHERIA,Diphtheria,11
Countries,DEU,Germany,2015,TETANUS,Neonatal Tetanus,181
Countries,DEU,Germany,2015,POLIO,Poliomyelitis,10
Countries,DEU,Germany,2015,HEPB,Hepatitis B,265
Countries,DEU,Germany,2015,TUBERCULOSIS,Tuberculosis,451
Countries,DEU,Germany,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,1113
Countries,DEU,Germany,2015,INFLUENZA,Seasonal Influenza,1034
Countries,DEU,Germany,2016,MEASLES,Measles,161
Countries,DEU,Germany,2016,PERTUSSIS,Pertussis (Whooping Cough),180
Countries,DEU,Germany,2016,DIPHTHERIA,Diphtheria,84
Countries,DEU,Germany,2016,TETANUS,Neonatal Tetanus,8
Countries,DEU,Germany,2016,POLIO,Poliomyelitis,63
Countries,DEU,Germany,2016,HEPB,Hepatitis B,363
Countries,DEU,Germany,2016,TUBERCULOSIS,Tuberculosis,331
Countries,DEU,Germany,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,849
Countries,DEU,Germany,2016,INFLUENZA,Seasonal Influenza,911
Countries,DEU,Germany,2017,MEASLES,Measles,179
Countries,DEU,Germany,2017,PERTUSSIS,Pertussis (Whooping Cough),496
Countries,DEU,Germany,2017,DIPHTHERIA,Diphtheria,84
Countries,DEU,Germany,2017,TETANUS,Neonatal Tetanus,10
Countries,DEU,Germany,2017,POLIO,Poliomyelitis,7
Countries,DEU,Germany,2017,HEPB,Hepatitis B,219
Countries,DEU,Germany,2017,TUBERCULOSIS,Tuberculosis,376
Countries,DEU,Germany,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,570
Countries,DEU,Germany,2017,INFLUENZA,Seasonal Influenza,1106
Countries,DEU,Germany,2018,MEASLES,Measles,156
Countries,DEU,Germany,2018,PERTUSSIS,Pertussis (Whooping Cough),131
Countries,DEU,Germany,2018,DIPHTHERIA,Diphtheria,114
Countries,DEU,Germany,2018,TETANUS,Neonatal Tetanus,52
Countries,DEU,Germany,2018,POLIO,Poliomyelitis,182
Countries,DEU,Germany,2018,HEPB,Hepatitis B,180
Countries,DEU,Germany,2018,TUBERCULOSIS,Tuberculosis,529
Countries,DEU,Germany,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,932
Countries,DEU,Germany,2018,INFLUENZA,Seasonal Influenza,915
Countries,DEU,Germany,2019,MEASLES,Measles,182
Countries,DEU,Germany,2019,PERTUSSIS,Pertussis (Whooping Cough),160
Countries,DEU,Germany,2019,DIPHTHERIA,Diphtheria,18
Countries,DEU,Germany,2019,TETANUS,Neonatal Tetanus,10
Countries,DEU,Germany,2019,POLIO,Poliomyelitis,10
Countries,DEU,Germany,2019,HEPB,Hepatitis B,12
Countries,DEU,Germany,2019,TUBERCULOSIS,Tuberculosis,386
Countries,DEU,Germany,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,753
Countries,DEU,Germany,2019,INFLUENZA,Seasonal Influenza,703
Countries,DEU,Germany,2020,MEASLES,Measles,344
Countries,DEU,Germany,2020,PERTUSSIS,Pertussis (Whooping Cough),322
Countries,DEU,Germany,2020,DIPHTHERIA,Diphtheria,107
Countries,DEU,Germany,2020,TETANUS,Neonatal Tetanus,8
Countries,DEU,Germany,2020,POLIO,Poliomyelitis,8
Countries,DEU,Germany,2020,HEPB,Hepatitis B,141
Countries,DEU,Germany,2020,TUBERCULOSIS,Tuberculosis,439
Countries,DEU,Germany,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,819
Countries,DEU,Germany,2020,INFLUENZA,Seasonal Influenza,1240
Countries,DEU,Germany,2021,MEASLES,Measles,96
Countries,DEU,Germany,2021,PERTUSSIS,Pertussis (Whooping Cough),282
Countries,DEU,Germany,2021,DIPHTHERIA,Diphtheria,10
Countries,DEU,Germany,2021,TETANUS,Neonatal Tetanus,51
Countries,DEU,Germany,2021,POLIO,Poliomyelitis,179
Countries,DEU,Germany,2021,HEPB,Hepatitis B,370
Countries,DEU,Germany,2021,TUBERCULOSIS,Tuberculosis,460
Countries,DEU,Germany,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,768
Countries,DEU,Germany,2021,INFLUENZA,Seasonal Influenza,1017
Countries,DEU,Germany,2022,MEASLES,Measles,250
Countries,DEU,Germany,2022,PERTUSSIS,Pertussis (Whooping Cough),35
Countries,DEU,Germany,2022,DIPHTHERIA,Diphtheria,8
Countries,DEU,Germany,2022,TETANUS,Neonatal Tetanus,9
Countries,DEU,Germany,2022,POLIO,Poliomyelitis,7
Countries,DEU,Germany,2022,HEPB,Hepatitis B,237
Countries,DEU,Germany,2022,TUBERCULOSIS,Tuberculosis,457
Countries,DEU,Germany,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,525
Countries,DEU,Germany,2022,INFLUENZA,Seasonal Influenza,786
Countries,DEU,Germany,2023,MEASLES,Measles,281
Countries,DEU,Germany,2023,PERTUSSIS,Pertussis (Whooping Cough),171
Countries,DEU,Germany,2023,DIPHTHERIA,Diphtheria,8
Countries,DEU,Germany,2023,TETANUS,Neonatal Tetanus,70
Countries,DEU,Germany,2023,POLIO,Poliomyelitis,40
Countries,DEU,Germany,2023,HEPB,Hepatitis B,10
Countries,DEU,Germany,2023,TUBERCULOSIS,Tuberculosis,380
Countries,DEU,Germany,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,788
Countries,DEU,Germany,2023,INFLUENZA,Seasonal Influenza,996
Countries,DEU,Germany,2024,MEASLES,Measles,291
Countries,DEU,Germany,2024,PERTUSSIS,Pertussis (Whooping Cough),8
Countries,DEU,Germany,2024,DIPHTHERIA,Diphtheria,82
Countries,DEU,Germany,2024,TETANUS,Neonatal Tetanus,10
Countries,DEU,Germany,2024,POLIO,Poliomyelitis,54
Countries,DEU,Germany,2024,HEPB,Hepatitis B,91
Countries,DEU,Germany,2024,TUBERCULOSIS,Tuberculosis,343
Countries,DEU,Germany,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,740
Countries,DEU,Germany,2024,INFLUENZA,Seasonal Influenza,632
Countries,CHN,China,2010,MEASLES,Measles,43961
Countries,CHN,China,2010,PERTUSSIS,Pertussis (Whooping Cough),26782
Countries,CHN,China,2010,DIPHTHERIA,Diphtheria,11751
Countries,CHN,China,2010,TETANUS,Neonatal Tetanus,131
Countries,CHN,China,2010,POLIO,Poliomyelitis,2176
Countries,CHN,China,2010,HEPB,Hepatitis B,19143
Countries,CHN,China,2010,TUBERCULOSIS,Tuberculosis,63947
Countries,CHN,China,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,135127
Countries,CHN,China,2010,INFLUENZA,Seasonal Influenza,108662
Countries,CHN,China,2011,MEASLES,Measles,26422
Countries,CHN,China,2011,PERTUSSIS,Pertussis (Whooping Cough),42101
Countries,CHN,China,2011,DIPHTHERIA,Diphtheria,8177
Countries,CHN,China,2011,TETANUS,Neonatal Tetanus,3960
Countries,CHN,China,2011,POLIO,Poliomyelitis,6782
Countries,CHN,China,2011,HEPB,Hepatitis B,28616
Countries,CHN,China,2011,TUBERCULOSIS,Tuberculosis,63606
Countries,CHN,China,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,121147
Countries,CHN,China,2011,INFLUENZA,Seasonal Influenza,155955
Countries,CHN,China,2012,MEASLES,Measles,28889
Countries,CHN,China,2012,PERTUSSIS,Pertussis (Whooping Cough),14033
Countries,CHN,China,2012,DIPHTHERIA,Diphtheria,2152
Countries,CHN,China,2012,TETANUS,Neonatal Tetanus,10552
Countries,CHN,China,2012,POLIO,Poliomyelitis,170
Countries,CHN,China,2012,HEPB,Hepatitis B,23427
Countries,CHN,China,2012,TUBERCULOSIS,Tuberculosis,48126
Countries,CHN,China,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,104195
Countries,CHN,China,2012,INFLUENZA,Seasonal Influenza,161905
Countries,CHN,China,2013,MEASLES,Measles,47905
Countries,CHN,China,2013,PERTUSSIS,Pertussis (Whooping Cough),24898
Countries,CHN,China,2013,DIPHTHERIA,Diphtheria,124
Countries,CHN,China,2013,TETANUS,Neonatal Tetanus,4375
Countries,CHN,China,2013,POLIO,Poliomyelitis,1393
Countries,CHN,China,2013,HEPB,Hepatitis B,37634
Countries,CHN,China,2013,TUBERCULOSIS,Tuberculosis,86806
Countries,CHN,China,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,95995
Countries,CHN,China,2013,INFLUENZA,Seasonal Influenza,148800
Countries,CHN,China,2014,MEASLES,Measles,44216
Countries,CHN,China,2014,PERTUSSIS,Pertussis (Whooping Cough),32073
Countries,CHN,China,2014,DIPHTHERIA,Diphtheria,5486
Countries,CHN,China,2014,TETANUS,Neonatal Tetanus,7219
Countries,CHN,China,2014,POLIO,Poliomyelitis,8047
Countries,CHN,China,2014,HEPB,Hepatitis B,28890
Countries,CHN,China,2014,TUBERCULOSIS,Tuberculosis,90080
Countries,CHN,China,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,96636
Countries,CHN,China,2014,INFLUENZA,Seasonal Influenza,131376
Countries,CHN,China,2015,MEASLES,Measles,36042
Countries,CHN,China,2015,PERTUSSIS,Pertussis (Whooping Cough),17883
Countries,CHN,China,2015,DIPHTHERIA,Diphtheria,1897
Countries,CHN,China,2015,TETANUS,Neonatal Tetanus,9972
Countries,CHN,China,2015,POLIO,Poliomyelitis,18372
Countries,CHN,China,2015,HEPB,Hepatitis B,24199
Countries,CHN,China,2015,TUBERCULOSIS,Tuberculosis,38392
Countries,CHN,China,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,92133
Countries,CHN,China,2015,INFLUENZA,Seasonal Influenza,126225
Countries,CHN,China,2016,MEASLES,Measles,26603
Countries,CHN,China,2016,PERTUSSIS,Pertussis (Whooping Cough),16406
Countries,CHN,China,2016,DIPHTHERIA,Diphtheria,11496
Countries,CHN,China,2016,TETANUS,Neonatal Tetanus,4230
Countries,CHN,China,2016,POLIO,Poliomyelitis,1768
Countries,CHN,China,2016,HEPB,Hepatitis B,10675
Countries,CHN,China,2016,TUBERCULOSIS,Tuberculosis,52162
Countries,CHN,China,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,97463
Countries,CHN,China,2016,INFLUENZA,Seasonal Influenza,110885
Countries,CHN,China,2017,MEASLES,Measles,36730
Countries,CHN,China,2017,PERTUSSIS,Pertussis (Whooping Cough),12775
Countries,CHN,China,2017,DIPHTHERIA,Diphtheria,173
Countries,CHN,China,2017,TETANUS,Neonatal Tetanus,2841
Countries,CHN,China,2017,POLIO,Poliomyelitis,1524
Countries,CHN,China,2017,HEPB,Hepatitis B,19803
Countries,CHN,China,2017,TUBERCULOSIS,Tuberculosis,57903
Countries,CHN,China,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,113429
Countries,CHN,China,2017,INFLUENZA,Seasonal Influenza,119837
Countries,CHN,China,2018,MEASLES,Measles,13159
Countries,CHN,China,2018,PERTUSSIS,Pertussis (Whooping Cough),14468
Countries,CHN,China,2018,DIPHTHERIA,Diphtheria,6341
Countries,CHN,China,2018,TETANUS,Neonatal Tetanus,7601
Countries,CHN,China,2018,POLIO,Poliomyelitis,10900
Countries,CHN,China,2018,HEPB,Hepatitis B,15957
Countries,CHN,China,2018,TUBERCULOSIS,Tuberculosis,42298
Countries,CHN,China,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,80362
Countries,CHN,China,2018,INFLUENZA,Seasonal Influenza,80544
Countries,CHN,China,2019,MEASLES,Measles,9665
Countries,CHN,China,2019,PERTUSSIS,Pertussis (Whooping Cough),12064
Countries,CHN,China,2019,DIPHTHERIA,Diphtheria,139
Countries,CHN,China,2019,TETANUS,Neonatal Tetanus,131
Countries,CHN,China,2019,POLIO,Poliomyelitis,3942
Countries,CHN,China,2019,HEPB,Hepatitis B,19983
Countries,CHN,China,2019,TUBERCULOSIS,Tuberculosis,71996
Countries,CHN,China,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,90526
Countries,CHN,China,2019,INFLUENZA,Seasonal Influenza,109059
Countries,CHN,China,2020,MEASLES,Measles,26629
Countries,CHN,China,2020,PERTUSSIS,Pertussis (Whooping Cough),16593
Countries,CHN,China,2020,DIPHTHERIA,Diphtheria,131
Countries,CHN,China,2020,TETANUS,Neonatal Tetanus,150
Countries,CHN,China,2020,POLIO,Poliomyelitis,13232
Countries,CHN,China,2020,HEPB,Hepatitis B,29567
Countries,CHN,China,2020,TUBERCULOSIS,Tuberculosis,47980
Countries,CHN,China,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,113878
Countries,CHN,China,2020,INFLUENZA,Seasonal Influenza,141109
Countries,CHN,China,2021,MEASLES,Measles,28271
Countries,CHN,China,2021,PERTUSSIS,Pertussis (Whooping Cough),31829
Countries,CHN,China,2021,DIPHTHERIA,Diphtheria,7827
Countries,CHN,China,2021,TETANUS,Neonatal Tetanus,146
Countries,CHN,China,2021,POLIO,Poliomyelitis,120
Countries,CHN,China,2021,HEPB,Hepatitis B,15228
Countries,CHN,China,2021,TUBERCULOSIS,Tuberculosis,70111
Countries,CHN,China,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,101429
Countries,CHN,China,2021,INFLUENZA,Seasonal Influenza,119656
Countries,CHN,China,2022,MEASLES,Measles,18214
Countries,CHN,China,2022,PERTUSSIS,Pertussis (Whooping Cough),21148
Countries,CHN,China,2022,DIPHTHERIA,Diphtheria,7398
Countries,CHN,China,2022,TETANUS,Neonatal Tetanus,76
Countries,CHN,China,2022,POLIO,Poliomyelitis,16665
Countries,CHN,China,2022,HEPB,Hepatitis B,22661
Countries,CHN,China,2022,TUBERCULOSIS,Tuberculosis,27374
Countries,CHN,China,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,98618
Countries,CHN,China,2022,INFLUENZA,Seasonal Influenza,113965
Countries,CHN,China,2023,MEASLES,Measles,21640
Countries,CHN,China,2023,PERTUSSIS,Pertussis (Whooping Cough),10955
Countries,CHN,China,2023,DIPHTHERIA,Diphtheria,11540
Countries,CHN,China,2023,TETANUS,Neonatal Tetanus,137
Countries,CHN,China,2023,POLIO,Poliomyelitis,141
Countries,CHN,China,2023,HEPB,Hepatitis B,27440
Countries,CHN,China,2023,TUBERCULOSIS,Tuberculosis,36000
Countries,CHN,China,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,78381
Countries,CHN,China,2023,INFLUENZA,Seasonal Influenza,88066
Countries,CHN,China,2024,MEASLES,Measles,35090
Countries,CHN,China,2024,PERTUSSIS,Pertussis (Whooping Cough),25687
Countries,CHN,China,2024,DIPHTHERIA,Diphtheria,139
Countries,CHN,China,2024,TETANUS,Neonatal Tetanus,11772
Countries,CHN,China,2024,POLIO,Poliomyelitis,13668
Countries,CHN,China,2024,HEPB,Hepatitis B,19850
Countries,CHN,China,2024,TUBERCULOSIS,Tuberculosis,40683
Countries,CHN,China,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,68468
Countries,CHN,China,2024,INFLUENZA,Seasonal Influenza,74042
Countries,KEN,Kenya,2010,MEASLES,Measles,6266
